Product code,station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,A764,2017,11,28,18.8,1,Y
IDCJAC0010,A764,2017,11,29,19.1,1,Y
IDCJAC0010,A764,2017,11,30,19.4,1,Y
IDCJAC0010,A764,2017,12,1,18.3,1,Y
IDCJAC0010,A764,2017,12,2,19.1,1,Y
IDCJAC0010,A764,2017,12,3,20.3,1,Y
IDCJAC0010,A764,2017,12,4,21.1,1,Y
IDCJAC0010,A764,2017,12,5,22.8,1,Y
IDCJAC0010,A764,2017,12,6,20.9,1,Y
IDCJAC0010,A764,2017,12,7,21.5,1,Y
IDCJAC0010,A764,2017,12,8,21.2,1,Y
IDCJAC0010,A764,2017,12,9,21,1,Y
IDCJAC0010,A764,2017,12,10,20.9,1,Y
IDCJAC0010,A764,2017,12,11,22.5,1,Y
IDCJAC0010,A764,2017,12,12,20.5,1,Y
IDCJAC0010,A764,2017,12,13,20.5,1,Y
IDCJAC0010,A764,2017,12,14,21.1,1,Y
IDCJAC0010,A764,2017,12,15,21.2,1,Y
IDCJAC0010,A764,2017,12,16,21.4,1,Y
IDCJAC0010,A764,2017,12,17,21.1,1,Y
IDCJAC0010,A764,2017,12,18,20.7,1,Y
IDCJAC0010,A764,2017,12,19,21.6,1,Y
IDCJAC0010,A764,2017,12,20,21,1,Y
IDCJAC0010,A764,2017,12,21,20.8,1,Y
IDCJAC0010,A764,2017,12,22,20.4,1,Y
IDCJAC0010,A764,2017,12,23,22.4,1,Y
IDCJAC0010,A764,2017,12,24,21.5,1,Y
IDCJAC0010,A764,2017,12,25,22.5,1,Y
IDCJAC0010,A764,2017,12,26,20.1,1,Y
IDCJAC0010,A764,2017,12,27,21,1,Y
IDCJAC0010,A764,2017,12,28,21.3,1,Y
IDCJAC0010,A764,2017,12,29,21.1,1,Y
IDCJAC0010,A764,2017,12,30,20.9,1,Y
IDCJAC0010,A764,2017,12,31,20.1,1,Y
IDCJAC0010,A764,2018,1,1,19.5,1,Y
IDCJAC0010,A764,2018,1,2,20.4,1,Y
IDCJAC0010,A764,2018,1,3,20.3,1,Y
IDCJAC0010,A764,2018,1,4,20.6,1,Y
IDCJAC0010,A764,2018,1,5,21.9,1,Y
IDCJAC0010,A764,2018,1,6,20.3,1,Y
IDCJAC0010,A764,2018,1,7,19.4,1,Y
IDCJAC0010,A764,2018,1,8,20.2,1,Y
IDCJAC0010,A764,2018,1,9,19.6,1,Y
IDCJAC0010,A764,2018,1,10,20.3,1,Y
IDCJAC0010,A764,2018,1,11,20.6,1,Y
IDCJAC0010,A764,2018,1,12,19.4,1,Y
IDCJAC0010,A764,2018,1,13,19.8,1,Y
IDCJAC0010,A764,2018,1,14,20.2,1,Y
IDCJAC0010,A764,2018,1,15,19.9,1,Y
IDCJAC0010,A764,2018,1,16,21.4,1,Y
IDCJAC0010,A764,2018,1,17,21.6,1,Y
IDCJAC0010,A764,2018,1,18,22.3,1,Y
IDCJAC0010,A764,2018,1,19,21.3,1,Y
IDCJAC0010,A764,2018,1,20,21.7,1,Y
IDCJAC0010,A764,2018,1,21,22,1,Y
IDCJAC0010,A764,2018,1,22,23,1,Y
IDCJAC0010,A764,2018,1,23,22.5,1,Y
IDCJAC0010,A764,2018,1,24,21.9,1,Y
IDCJAC0010,A764,2018,1,25,21.9,1,Y
IDCJAC0010,A764,2018,1,26,21,1,Y
IDCJAC0010,A764,2018,1,27,20.9,1,Y
IDCJAC0010,A764,2018,1,28,22.3,1,Y
IDCJAC0010,A764,2018,1,29,20.3,1,Y
IDCJAC0010,A764,2018,1,30,21.5,1,Y
IDCJAC0010,A764,2018,1,31,19.6,1,Y
IDCJAC0010,A764,2018,2,1,18.7,1,Y
IDCJAC0010,A764,2018,2,2,20,1,Y
IDCJAC0010,A764,2018,2,3,21.1,1,Y
IDCJAC0010,A764,2018,2,4,19.1,1,Y
IDCJAC0010,A764,2018,2,5,19.7,1,Y
IDCJAC0010,A764,2018,2,6,20.8,1,Y
IDCJAC0010,A764,2018,2,7,18.8,1,Y
IDCJAC0010,A764,2018,2,8,19.4,1,Y
IDCJAC0010,A764,2018,2,9,21.3,1,Y
IDCJAC0010,A764,2018,2,10,20.1,1,Y
IDCJAC0010,A764,2018,2,11,20.1,1,Y
IDCJAC0010,A764,2018,2,12,22.5,1,Y
IDCJAC0010,A764,2018,2,13,22.9,1,Y
IDCJAC0010,A764,2018,2,14,20,1,Y
IDCJAC0010,A764,2018,2,15,20.2,1,Y
IDCJAC0010,A764,2018,2,16,19.5,1,Y
IDCJAC0010,A764,2018,2,17,19.3,1,Y
IDCJAC0010,A764,2018,2,18,20.9,1,Y
IDCJAC0010,A764,2018,2,19,20.2,1,Y
IDCJAC0010,A764,2018,2,20,20.2,1,Y
IDCJAC0010,A764,2018,2,21,21.2,1,Y
IDCJAC0010,A764,2018,2,22,20.9,1,Y
IDCJAC0010,A764,2018,2,23,20.7,1,Y
IDCJAC0010,A764,2018,2,24,21.4,1,Y
IDCJAC0010,A764,2018,2,25,21.1,1,Y
IDCJAC0010,A764,2018,2,26,20.8,1,Y
